% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	ccId
1.263	1	1	127	4	2	28	9422	28	9422	0
1.267	1	2	127	8	1	26	7708	26	7708	0
1.268	1	2	127	9	1	26	7708	26	7708	0
1.269	1	2	127	10	1	26	7708	26	7708	0
1.27	1	2	128	1	1	26	7708	26	7708	0
1.271	1	2	128	2	1	26	7708	26	7708	0
1.272	1	2	128	3	1	28	9422	28	9422	0
1.273	1	2	128	4	1	28	9422	28	9422	0
1.274	1	2	128	5	1	26	7708	26	7708	0
1.276	1	1	128	7	2	28	9422	28	9422	0
1.278	1	2	128	9	1	26	7708	26	7708	0
1.279	1	2	128	10	1	26	7708	26	7708	0
1.28	1	2	129	1	1	26	7708	26	7708	0
1.281	1	2	129	2	1	26	7708	26	7708	0
1.282	1	2	129	3	1	26	7708	26	7708	0
1.284	1	2	129	5	1	26	7708	26	7708	0
1.285	1	2	129	6	1	26	7708	26	7708	0
1.286	1	2	129	7	1	26	7708	26	7708	0
1.29	1	2	130	1	1	28	9422	28	9422	0
1.306	1	2	131	7	1	26	7708	26	7708	0
1.31	1	1	132	1	2	26	7708	26	7708	0
1.311	1	1	132	2	2	26	7708	26	7708	0
1.322	1	2	133	3	1	28	9422	28	9422	0
1.323	1	2	133	4	1	28	9422	28	9422	0
1.324	1	2	133	5	1	28	9422	28	9422	0
1.325	1	1	133	6	2	26	3662	26	3662	0
1.325	1	2	133	6	1	28	4395	28	4395	0
1.326	1	2	133	7	1	26	7708	26	7708	0
1.327	1	2	133	8	1	26	7708	26	7708	0
1.328	1	2	133	9	1	26	7708	26	7708	0
1.329	1	2	133	10	1	26	7708	26	7708	0
1.33	1	2	134	1	1	26	7708	26	7708	0
1.331	1	2	134	2	1	26	7708	26	7708	0
1.332	1	2	134	3	1	26	7708	26	7708	0
1.333	1	2	134	4	1	26	7708	26	7708	0
1.334	1	2	134	5	1	26	7708	26	7708	0
1.339	1	2	134	10	1	26	7708	26	7708	0
1.34	1	2	135	1	1	24	6882	24	6882	0
1.341	1	2	135	2	1	24	6882	24	6882	0
1.342	1	2	135	3	1	26	7708	26	7708	0
1.343	1	2	135	4	1	26	7708	26	7708	0
1.344	1	2	135	5	1	26	7708	26	7708	0
1.345	1	2	135	6	1	26	7708	26	7708	0
1.346	1	2	135	7	1	26	7708	26	7708	0
1.347	1	2	135	8	1	26	7708	26	7708	0
1.351	1	2	136	2	1	26	7708	26	7708	0
1.353	1	2	136	4	1	26	7708	26	7708	0
1.354	1	2	136	5	1	26	7708	26	7708	0
1.355	1	2	136	6	1	26	7708	26	7708	0
1.356	1	2	136	7	1	28	9422	28	9422	0
1.357	1	2	136	8	1	28	9422	28	9422	0
1.358	1	2	136	9	1	28	9422	28	9422	0
1.359	1	1	136	10	2	26	3662	26	3662	0
1.359	1	2	136	10	1	28	4395	28	4395	0
1.36	1	2	137	1	1	26	3662	26	3662	0
1.36	1	1	137	1	2	26	3662	26	3662	0
1.361	1	1	137	2	2	26	7708	26	7708	0
1.365	1	2	137	6	1	26	7708	26	7708	0
1.366	1	2	137	7	1	26	7708	26	7708	0
1.367	1	2	137	8	1	26	7708	26	7708	0
1.368	1	2	137	9	1	26	7708	26	7708	0
1.38	1	1	139	1	2	26	7708	26	7708	0
1.381	1	1	139	2	2	26	7708	26	7708	0
1.382	1	1	139	3	2	26	7708	26	7708	0
1.383	1	1	139	4	2	26	7708	26	7708	0
1.384	1	1	139	5	2	26	7708	26	7708	0
1.385	1	1	139	6	2	26	7708	26	7708	0
1.386	1	1	139	7	2	26	7708	26	7708	0
1.387	1	1	139	8	2	26	7708	26	7708	0
1.388	1	1	139	9	2	26	7708	26	7708	0
1.389	1	1	139	10	2	26	7708	26	7708	0
1.39	1	1	140	1	2	26	7708	26	7708	0
1.392	1	1	140	3	2	26	7708	26	7708	0
1.396	1	1	140	7	2	26	7708	26	7708	0
1.397	1	1	140	8	2	26	7708	26	7708	0
1.398	1	1	140	9	2	26	7708	26	7708	0
1.399	1	1	140	10	2	26	7708	26	7708	0
1.4	1	2	141	1	1	26	3662	26	3662	0
1.4	1	1	141	1	2	26	3662	26	3662	0
1.401	1	1	141	2	2	26	7708	26	7708	0
1.402	1	2	141	3	1	26	3662	26	3662	0
1.402	1	1	141	3	2	26	3662	26	3662	0
1.403	1	2	141	4	1	26	7708	26	7708	0
1.404	1	1	141	5	2	26	3662	26	3662	0
1.404	1	2	141	5	1	26	3662	26	3662	0
1.405	1	2	141	6	1	26	7708	26	7708	0
1.406	1	2	141	7	1	26	7708	26	7708	0
1.407	1	2	141	8	1	26	7708	26	7708	0
1.408	1	1	141	9	2	28	4395	28	4395	0
1.408	1	2	141	9	1	26	3662	26	3662	0
1.409	1	2	141	10	1	26	3662	26	3662	0
1.409	1	1	141	10	2	28	4395	28	4395	0
1.41	1	2	142	1	1	28	9422	28	9422	0
1.411	1	2	142	2	1	28	9422	28	9422	0
1.412	1	2	142	3	1	28	9422	28	9422	0
1.413	1	2	142	4	1	28	9422	28	9422	0
1.414	1	2	142	5	1	28	9422	28	9422	0
1.415	1	2	142	6	1	28	9422	28	9422	0
1.416	1	2	142	7	1	28	9422	28	9422	0
1.417	1	2	142	8	1	28	9422	28	9422	0
1.422	1	2	143	3	1	28	9422	28	9422	0
1.428	1	2	143	9	1	28	9422	28	9422	0
1.429	1	2	143	10	1	28	9422	28	9422	0
1.433	1	2	144	4	1	28	9422	28	9422	0
1.439	1	2	144	10	1	28	9422	28	9422	0
1.443	1	1	145	4	2	26	7708	26	7708	0
1.444	1	1	145	5	2	26	7708	26	7708	0
1.445	1	1	145	6	2	26	7708	26	7708	0
1.451	1	2	146	2	1	26	7708	26	7708	0
1.452	1	2	146	3	1	26	7708	26	7708	0
1.453	1	2	146	4	1	26	7708	26	7708	0
1.454	1	2	146	5	1	26	7708	26	7708	0
1.455	1	2	146	6	1	26	7708	26	7708	0
1.456	1	2	146	7	1	26	7708	26	7708	0
1.457	1	2	146	8	1	26	7708	26	7708	0
1.458	1	2	146	9	1	26	7708	26	7708	0
1.459	1	2	146	10	1	26	7708	26	7708	0
1.46	1	2	147	1	1	26	7708	26	7708	0
1.461	1	2	147	2	1	26	7708	26	7708	0
1.462	1	2	147	3	1	26	7708	26	7708	0
1.463	1	2	147	4	1	26	7708	26	7708	0
1.464	1	1	147	5	2	28	4395	28	4395	0
1.464	1	2	147	5	1	26	3662	26	3662	0
1.465	1	2	147	6	1	26	3662	26	3662	0
1.465	1	1	147	6	2	28	4395	28	4395	0
1.466	1	1	147	7	2	28	4395	28	4395	0
1.466	1	2	147	7	1	26	3662	26	3662	0
1.467	1	2	147	8	1	26	7708	26	7708	0
1.468	1	2	147	9	1	26	7708	26	7708	0
1.469	1	2	147	10	1	26	7708	26	7708	0
1.47	1	2	148	1	1	28	9422	28	9422	0
1.471	1	2	148	2	1	28	9422	28	9422	0
1.472	1	2	148	3	1	28	9422	28	9422	0
1.473	1	2	148	4	1	28	9422	28	9422	0
1.474	1	2	148	5	1	26	7708	26	7708	0
1.475	1	2	148	6	1	26	7708	26	7708	0
1.476	1	2	148	7	1	26	7708	26	7708	0
1.477	1	2	148	8	1	26	7708	26	7708	0
1.478	1	2	148	9	1	26	7708	26	7708	0
1.479	1	2	148	10	1	26	7708	26	7708	0
1.48	1	2	149	1	1	26	7708	26	7708	0
1.481	1	2	149	2	1	26	7708	26	7708	0
1.482	1	2	149	3	1	26	7708	26	7708	0
1.483	1	2	149	4	1	26	7708	26	7708	0
1.484	1	2	149	5	1	28	9422	28	9422	0
1.485	1	2	149	6	1	28	9422	28	9422	0
1.486	1	2	149	7	1	28	9422	28	9422	0
1.487	1	2	149	8	1	28	9422	28	9422	0
1.488	1	2	149	9	1	28	9422	28	9422	0
1.489	1	2	149	10	1	28	9422	28	9422	0
1.49	1	2	150	1	1	28	9422	28	9422	0
1.491	1	2	150	2	1	28	9422	28	9422	0
1.492	1	2	150	3	1	28	9422	28	9422	0
1.493	1	2	150	4	1	28	9422	28	9422	0
1.494	1	2	150	5	1	28	9422	28	9422	0
1.495	1	2	150	6	1	28	9422	28	9422	0
1.5	1	1	151	1	2	28	4395	28	4395	0
1.5	1	2	151	1	1	26	3662	26	3662	0
1.501	1	2	151	2	1	26	3662	26	3662	0
1.501	1	1	151	2	2	28	4395	28	4395	0
1.502	1	1	151	3	2	28	4395	28	4395	0
1.502	1	2	151	3	1	26	3662	26	3662	0
1.503	1	2	151	4	1	26	3662	26	3662	0
1.503	1	1	151	4	2	28	4395	28	4395	0
1.504	1	1	151	5	2	28	4395	28	4395	0
1.504	1	2	151	5	1	26	3662	26	3662	0
1.505	1	2	151	6	1	26	3662	26	3662	0
1.505	1	1	151	6	2	28	4395	28	4395	0
1.506	1	2	151	7	1	28	9422	28	9422	0
1.507	1	2	151	8	1	28	9422	28	9422	0
1.508	1	2	151	9	1	28	9422	28	9422	0
1.509	1	2	151	10	1	28	9422	28	9422	0
1.51	1	2	152	1	1	28	9422	28	9422	0
1.511	1	2	152	2	1	28	9422	28	9422	0
1.512	1	2	152	3	1	26	7708	26	7708	0
1.513	1	2	152	4	1	26	7708	26	7708	0
1.514	1	2	152	5	1	26	7708	26	7708	0
1.515	1	2	152	6	1	26	7708	26	7708	0
1.517	1	2	152	8	1	26	7708	26	7708	0
1.519	1	2	152	10	1	26	7708	26	7708	0
1.521	1	1	153	2	2	26	3662	26	3662	0
1.521	1	2	153	2	1	26	3662	26	3662	0
1.522	1	1	153	3	2	26	7708	26	7708	0
1.523	1	2	153	4	1	26	3662	26	3662	0
1.523	1	1	153	4	2	26	3662	26	3662	0
1.524	1	1	153	5	2	26	7708	26	7708	0
1.525	1	1	153	6	2	26	7708	26	7708	0
1.526	1	2	153	7	1	26	3662	26	3662	0
1.526	1	1	153	7	2	26	3662	26	3662	0
1.527	1	1	153	8	2	26	3662	26	3662	0
1.527	1	2	153	8	1	26	3662	26	3662	0
1.528	1	2	153	9	1	26	3662	26	3662	0
1.528	1	1	153	9	2	26	3662	26	3662	0
1.529	1	2	153	10	1	26	7708	26	7708	0
1.53	1	2	154	1	1	26	7708	26	7708	0
1.531	1	2	154	2	1	26	7708	26	7708	0
1.532	1	1	154	3	2	26	3662	26	3662	0
1.532	1	2	154	3	1	28	4395	28	4395	0
1.533	1	2	154	4	1	28	9422	28	9422	0
1.534	1	2	154	5	1	28	9422	28	9422	0
1.535	1	2	154	6	1	28	9422	28	9422	0
1.536	1	2	154	7	1	28	9422	28	9422	0
1.537	1	2	154	8	1	28	9422	28	9422	0
1.542	1	2	155	3	1	26	7708	26	7708	0
1.543	1	2	155	4	1	26	7708	26	7708	0
1.544	1	2	155	5	1	26	7708	26	7708	0
1.545	1	2	155	6	1	26	7708	26	7708	0
1.546	1	2	155	7	1	26	7708	26	7708	0
1.547	1	2	155	8	1	26	7708	26	7708	0
1.548	1	2	155	9	1	26	7708	26	7708	0
1.549	1	2	155	10	1	26	7708	26	7708	0
1.553	1	2	156	4	1	26	7708	26	7708	0
1.554	1	2	156	5	1	28	9422	28	9422	0
1.555	1	2	156	6	1	28	9422	28	9422	0
1.556	1	2	156	7	1	28	9422	28	9422	0
1.557	1	2	156	8	1	28	9422	28	9422	0
1.558	1	2	156	9	1	28	9422	28	9422	0
1.559	1	2	156	10	1	28	9422	28	9422	0
1.56	1	2	157	1	1	28	9422	28	9422	0
1.561	1	2	157	2	1	28	9422	28	9422	0
1.562	1	2	157	3	1	28	9422	28	9422	0
1.563	1	1	157	4	2	26	3662	26	3662	0
1.563	1	2	157	4	1	28	4395	28	4395	0
1.564	1	2	157	5	1	28	4395	28	4395	0
1.564	1	1	157	5	2	26	3662	26	3662	0
1.565	1	1	157	6	2	26	3662	26	3662	0
1.565	1	2	157	6	1	28	4395	28	4395	0
1.566	1	1	157	7	2	26	7708	26	7708	0
1.567	1	1	157	8	2	26	7708	26	7708	0
1.568	1	2	157	9	1	28	4395	28	4395	0
1.568	1	1	157	9	2	26	3662	26	3662	0
1.569	1	1	157	10	2	26	7708	26	7708	0
1.57	1	2	158	1	1	26	7708	26	7708	0
1.575	1	2	158	6	1	26	7708	26	7708	0
1.576	1	2	158	7	1	26	7708	26	7708	0
1.577	1	2	158	8	1	26	7708	26	7708	0
1.578	1	1	158	9	2	28	4395	28	4395	0
1.578	1	2	158	9	1	26	3662	26	3662	0
1.579	1	2	158	10	1	26	7708	26	7708	0
1.58	1	2	159	1	1	26	7708	26	7708	0
1.581	1	2	159	2	1	26	7708	26	7708	0
1.582	1	2	159	3	1	28	9422	28	9422	0
1.583	1	2	159	4	1	28	9422	28	9422	0
1.584	1	2	159	5	1	28	9422	28	9422	0
1.585	1	2	159	6	1	28	9422	28	9422	0
1.59	1	2	160	1	1	28	9422	28	9422	0
1.591	1	2	160	2	1	28	9422	28	9422	0
1.592	1	2	160	3	1	28	9422	28	9422	0
1.593	1	2	160	4	1	28	9422	28	9422	0
1.594	1	2	160	5	1	28	9422	28	9422	0
1.595	1	2	160	6	1	28	9422	28	9422	0
1.596	1	2	160	7	1	28	9422	28	9422	0
1.597	1	2	160	8	1	28	9422	28	9422	0
1.598	1	2	160	9	1	28	9422	28	9422	0
1.603	1	2	161	4	1	28	9422	28	9422	0
1.604	1	1	161	5	2	26	3662	26	3662	0
1.604	1	2	161	5	1	28	4395	28	4395	0
1.605	1	2	161	6	1	28	9422	28	9422	0
1.606	1	2	161	7	1	28	9422	28	9422	0
1.607	1	2	161	8	1	28	9422	28	9422	0
1.608	1	2	161	9	1	26	7708	26	7708	0
1.609	1	2	161	10	1	26	7708	26	7708	0
1.61	1	2	162	1	1	26	7708	26	7708	0
1.611	1	2	162	2	1	26	7708	26	7708	0
1.612	1	1	162	3	2	26	3662	26	3662	0
1.612	1	2	162	3	1	26	3662	26	3662	0
1.613	1	1	162	4	2	26	7708	26	7708	0
1.614	1	1	162	5	2	26	7708	26	7708	0
1.615	1	2	162	6	1	26	3662	26	3662	0
1.615	1	1	162	6	2	26	3662	26	3662	0
1.616	1	1	162	7	2	26	7708	26	7708	0
1.617	1	2	162	8	1	26	3662	26	3662	0
1.617	1	1	162	8	2	26	3662	26	3662	0
1.618	1	1	162	9	2	26	3662	26	3662	0
1.618	1	2	162	9	1	26	3662	26	3662	0
1.619	1	2	162	10	1	26	3662	26	3662	0
1.619	1	1	162	10	2	26	3662	26	3662	0
1.62	1	1	163	1	2	26	7708	26	7708	0
1.621	1	2	163	2	1	26	3662	26	3662	0
1.621	1	1	163	2	2	26	3662	26	3662	0
1.622	1	1	163	3	2	26	3662	26	3662	0
1.622	1	2	163	3	1	26	3662	26	3662	0
1.623	1	2	163	4	1	26	3662	26	3662	0
1.623	1	1	163	4	2	26	3662	26	3662	0
1.624	1	1	163	5	2	26	3662	26	3662	0
1.624	1	2	163	5	1	26	3662	26	3662	0
1.625	1	2	163	6	1	26	3662	26	3662	0
1.625	1	1	163	6	2	26	3662	26	3662	0
1.626	1	1	163	7	2	26	7708	26	7708	0
1.627	1	2	163	8	1	26	3662	26	3662	0
1.627	1	1	163	8	2	26	3662	26	3662	0
1.628	1	1	163	9	2	26	7708	26	7708	0
1.629	1	2	163	10	1	26	3662	26	3662	0
1.629	1	1	163	10	2	26	3662	26	3662	0
1.634	1	1	164	5	2	26	7708	26	7708	0
1.635	1	1	164	6	2	26	7708	26	7708	0
1.636	1	1	164	7	2	26	7708	26	7708	0
1.637	1	1	164	8	2	26	7708	26	7708	0
1.638	1	1	164	9	2	26	7708	26	7708	0
1.639	1	1	164	10	2	26	7708	26	7708	0
1.64	1	1	165	1	2	26	7708	26	7708	0
1.641	1	1	165	2	2	26	7708	26	7708	0
1.642	1	2	165	3	1	28	9422	28	9422	0
1.643	1	2	165	4	1	28	9422	28	9422	0
1.644	1	2	165	5	1	26	7708	26	7708	0
1.645	1	2	165	6	1	26	7708	26	7708	0
1.646	1	1	165	7	2	28	4395	28	4395	0
1.646	1	2	165	7	1	26	3662	26	3662	0
1.647	1	2	165	8	1	26	3662	26	3662	0
1.647	1	1	165	8	2	28	4395	28	4395	0
1.648	1	1	165	9	2	28	4395	28	4395	0
1.648	1	2	165	9	1	26	3662	26	3662	0
1.649	1	2	165	10	1	26	3662	26	3662	0
1.649	1	1	165	10	2	28	4395	28	4395	0
1.65	1	2	166	1	1	26	7708	26	7708	0
1.651	1	2	166	2	1	26	7708	26	7708	0
1.652	1	2	166	3	1	24	6882	24	6882	0
1.653	1	2	166	4	1	24	6882	24	6882	0
1.654	1	2	166	5	1	24	6882	24	6882	0
1.655	1	2	166	6	1	24	6882	24	6882	0
1.656	1	2	166	7	1	24	6882	24	6882	0
1.657	1	2	166	8	1	24	6882	24	6882	0
1.658	1	2	166	9	1	24	6882	24	6882	0
1.659	1	2	166	10	1	24	6882	24	6882	0
1.66	1	2	167	1	1	24	6882	24	6882	0
1.661	1	2	167	2	1	24	6882	24	6882	0
1.662	1	2	167	3	1	22	5861	22	5861	0
1.663	1	2	167	4	1	22	5861	22	5861	0
1.664	1	2	167	5	1	22	5861	22	5861	0
1.665	1	2	167	6	1	22	5861	22	5861	0
1.666	1	2	167	7	1	22	5861	22	5861	0
1.667	1	2	167	8	1	22	5861	22	5861	0
1.668	1	2	167	9	1	24	6882	24	6882	0
1.669	1	2	167	10	1	24	6882	24	6882	0
1.67	1	2	168	1	1	24	6882	24	6882	0
1.671	1	2	168	2	1	24	6882	24	6882	0
1.672	1	2	168	3	1	26	7708	26	7708	0
1.673	1	2	168	4	1	26	7708	26	7708	0
1.674	1	2	168	5	1	26	7708	26	7708	0
1.675	1	2	168	6	1	26	7708	26	7708	0
1.676	1	1	168	7	2	26	3662	26	3662	0
1.676	1	2	168	7	1	26	3662	26	3662	0
1.677	1	2	168	8	1	26	7708	26	7708	0
1.678	1	2	168	9	1	26	7708	26	7708	0
1.679	1	2	168	10	1	26	7708	26	7708	0
1.68	1	2	169	1	1	26	7708	26	7708	0
1.683	1	1	169	4	2	28	9422	28	9422	0
1.684	1	1	169	5	2	28	9422	28	9422	0
1.685	1	2	169	6	1	26	3662	26	3662	0
1.685	1	1	169	6	2	28	4395	28	4395	0
1.686	1	1	169	7	2	28	4395	28	4395	0
1.686	1	2	169	7	1	26	3662	26	3662	0
1.687	1	2	169	8	1	26	3662	26	3662	0
1.687	1	1	169	8	2	28	4395	28	4395	0
1.688	1	1	169	9	2	26	3662	26	3662	0
1.688	1	2	169	9	1	26	3662	26	3662	0
1.689	1	2	169	10	1	26	3662	26	3662	0
1.689	1	1	169	10	2	26	3662	26	3662	0
1.69	1	1	170	1	2	26	3662	26	3662	0
1.69	1	2	170	1	1	26	3662	26	3662	0
1.691	1	2	170	2	1	26	3662	26	3662	0
1.691	1	1	170	2	2	26	3662	26	3662	0
1.692	1	1	170	3	2	26	3662	26	3662	0
1.692	1	2	170	3	1	26	3662	26	3662	0
1.693	1	2	170	4	1	26	3662	26	3662	0
1.693	1	1	170	4	2	26	3662	26	3662	0
1.694	1	1	170	5	2	26	3662	26	3662	0
1.694	1	2	170	5	1	26	3662	26	3662	0
1.695	1	2	170	6	1	26	3662	26	3662	0
1.695	1	1	170	6	2	26	3662	26	3662	0
1.696	1	1	170	7	2	26	3662	26	3662	0
1.696	1	2	170	7	1	26	3662	26	3662	0
1.697	1	2	170	8	1	26	3662	26	3662	0
1.697	1	1	170	8	2	26	3662	26	3662	0
1.698	1	1	170	9	2	26	3662	26	3662	0
1.698	1	2	170	9	1	26	3662	26	3662	0
1.699	1	2	170	10	1	26	3662	26	3662	0
1.699	1	1	170	10	2	26	3662	26	3662	0
1.7	1	1	171	1	2	26	3662	26	3662	0
1.7	1	2	171	1	1	26	3662	26	3662	0
1.701	1	2	171	2	1	26	3662	26	3662	0
1.701	1	1	171	2	2	26	3662	26	3662	0
1.702	1	1	171	3	2	26	3662	26	3662	0
1.702	1	2	171	3	1	26	3662	26	3662	0
1.703	1	2	171	4	1	26	3662	26	3662	0
1.703	1	1	171	4	2	26	3662	26	3662	0
1.704	1	1	171	5	2	26	3662	26	3662	0
1.704	1	2	171	5	1	26	3662	26	3662	0
1.705	1	2	171	6	1	26	3662	26	3662	0
1.705	1	1	171	6	2	26	3662	26	3662	0
1.706	1	1	171	7	2	26	3662	26	3662	0
1.706	1	2	171	7	1	26	3662	26	3662	0
1.707	1	2	171	8	1	26	7708	26	7708	0
1.708	1	2	171	9	1	26	7708	26	7708	0
1.709	1	2	171	10	1	26	7708	26	7708	0
1.71	1	2	172	1	1	26	7708	26	7708	0
1.711	1	1	172	2	2	28	4395	28	4395	0
1.711	1	2	172	2	1	26	3662	26	3662	0
1.712	1	2	172	3	1	26	3662	26	3662	0
1.712	1	1	172	3	2	26	3662	26	3662	0
1.713	1	1	172	4	2	26	3662	26	3662	0
1.713	1	2	172	4	1	26	3662	26	3662	0
1.714	1	2	172	5	1	26	3662	26	3662	0
1.714	1	1	172	5	2	26	3662	26	3662	0
1.715	1	1	172	6	2	26	3662	26	3662	0
1.715	1	2	172	6	1	26	3662	26	3662	0
1.716	1	2	172	7	1	26	3662	26	3662	0
1.716	1	1	172	7	2	26	3662	26	3662	0
1.717	1	1	172	8	2	26	3662	26	3662	0
1.717	1	2	172	8	1	26	3662	26	3662	0
1.718	1	2	172	9	1	26	3662	26	3662	0
1.718	1	1	172	9	2	26	3662	26	3662	0
1.719	1	1	172	10	2	26	3662	26	3662	0
1.719	1	2	172	10	1	26	3662	26	3662	0
1.72	1	2	173	1	1	26	7708	26	7708	0
1.721	1	2	173	2	1	26	7708	26	7708	0
1.722	1	2	173	3	1	26	7708	26	7708	0
1.723	1	2	173	4	1	26	7708	26	7708	0
1.724	1	1	173	5	2	28	9422	28	9422	0
1.725	1	1	173	6	2	28	9422	28	9422	0
1.726	1	2	173	7	1	26	3662	26	3662	0
1.726	1	1	173	7	2	26	3662	26	3662	0
1.727	1	1	173	8	2	26	7708	26	7708	0
1.728	1	1	173	9	2	26	7708	26	7708	0
1.729	1	2	173	10	1	26	3662	26	3662	0
1.729	1	1	173	10	2	26	3662	26	3662	0
1.73	1	1	174	1	2	26	3662	26	3662	0
1.73	1	2	174	1	1	26	3662	26	3662	0
1.731	1	2	174	2	1	26	3662	26	3662	0
1.731	1	1	174	2	2	26	3662	26	3662	0
1.732	1	1	174	3	2	28	9422	28	9422	0
1.733	1	1	174	4	2	24	3182	24	3182	0
1.733	1	2	174	4	1	26	3662	26	3662	0
1.734	1	2	174	5	1	26	3662	26	3662	0
1.734	1	1	174	5	2	24	3182	24	3182	0
1.735	1	1	174	6	2	24	3182	24	3182	0
1.735	1	2	174	6	1	26	3662	26	3662	0
1.736	1	2	174	7	1	26	7708	26	7708	0
1.737	1	2	174	8	1	26	7708	26	7708	0
1.738	1	2	174	9	1	26	7708	26	7708	0
1.739	1	1	174	10	2	26	3662	26	3662	0
1.739	1	2	174	10	1	26	3662	26	3662	0
1.74	1	2	175	1	1	26	3662	26	3662	0
1.74	1	1	175	1	2	26	3662	26	3662	0
1.741	1	1	175	2	2	26	3662	26	3662	0
1.741	1	2	175	2	1	26	3662	26	3662	0
1.742	1	2	175	3	1	26	3662	26	3662	0
1.742	1	1	175	3	2	26	3662	26	3662	0
1.743	1	1	175	4	2	26	3662	26	3662	0
1.743	1	2	175	4	1	26	3662	26	3662	0
1.744	1	2	175	5	1	26	3662	26	3662	0
1.744	1	1	175	5	2	26	3662	26	3662	0
1.745	1	1	175	6	2	26	3662	26	3662	0
1.745	1	2	175	6	1	26	3662	26	3662	0
1.746	1	2	175	7	1	26	3662	26	3662	0
1.746	1	1	175	7	2	26	3662	26	3662	0
1.747	1	1	175	8	2	26	3662	26	3662	0
1.747	1	2	175	8	1	26	3662	26	3662	0
1.748	1	2	175	9	1	26	3662	26	3662	0
1.748	1	1	175	9	2	26	3662	26	3662	0
1.749	1	1	175	10	2	26	3662	26	3662	0
1.749	1	2	175	10	1	26	3662	26	3662	0
1.75	1	2	176	1	1	26	3662	26	3662	0
1.75	1	1	176	1	2	26	3662	26	3662	0
1.751	1	1	176	2	2	26	3662	26	3662	0
1.751	1	2	176	2	1	26	3662	26	3662	0
1.752	1	2	176	3	1	26	3662	26	3662	0
1.752	1	1	176	3	2	26	3662	26	3662	0
1.753	1	1	176	4	2	26	3662	26	3662	0
1.753	1	2	176	4	1	26	3662	26	3662	0
1.754	1	2	176	5	1	26	7708	26	7708	0
1.755	1	1	176	6	2	26	7708	26	7708	0
1.756	1	2	176	7	1	26	7708	26	7708	0
1.757	1	2	176	8	1	26	7708	26	7708	0
1.758	1	1	176	9	2	28	4395	28	4395	0
1.758	1	2	176	9	1	26	3662	26	3662	0
1.759	1	2	176	10	1	26	3662	26	3662	0
1.759	1	1	176	10	2	28	4395	28	4395	0
1.76	1	2	177	1	1	26	7708	26	7708	0
1.761	1	1	177	2	2	28	4395	28	4395	0
1.761	1	2	177	2	1	26	3662	26	3662	0
1.762	1	2	177	3	1	26	3662	26	3662	0
1.762	1	1	177	3	2	28	4395	28	4395	0
1.763	1	1	177	4	2	28	4395	28	4395	0
1.763	1	2	177	4	1	26	3662	26	3662	0
